영화명,번호,개봉_연도,개봉_월,개봉_요일,여름_개봉,겨울_개봉,대표장르,대표국가,한국_영화,평균기온,최고기온,첫주_관객수,top10_주수,최고_순위,백만_돌파
갓 오브 이집트,2026,2016,3,3,0,0,어드벤처,미국,0,8.1,13.9,501984,4,3,0
13시간,2027,2016,3,3,0,0,액션,미국,0,8.1,13.9,96213,2,8,0
널 기다리며,2028,2016,3,3,0,0,스릴러,한국,1,-1.1,3.1,300838,3,4,0
런던 해즈 폴른,2029,2016,3,3,0,0,액션,미국,0,-1.1,3.1,310467,3,2,0
조이,2030,2016,3,3,0,0,코미디,미국,0,-1.1,3.1,101721,2,8,0
부활,2031,2016,3,3,0,0,드라마,미국,0,9.3,14.7,33114,4,6,0
오 마이 그랜파,2032,2016,3,3,0,0,코미디,미국,0,9.3,14.7,55408,1,7,0
일사각오,2033,2016,3,3,0,0,드라마,한국,1,9.3,14.7,21364,1,9,0
배트맨 대 슈퍼맨: 저스티스의 시작,2034,2016,3,3,0,0,액션,미국,0,7.2,12.7,1386658,4,1,1
글로리데이,2035,2016,3,3,0,0,드라마,한국,1,7.2,12.7,109246,2,3,0
대배우,2036,2016,3,2,0,0,코미디,한국,1,11.5,18.3,127891,2,3,0
마음이 외치고 싶어해,2037,2016,3,2,0,0,애니메이션,일본,0,11.5,18.3,27319,1,10,0
나의 그리스식 웨딩 2,2038,2016,3,2,0,0,코미디,미국,0,11.5,18.3,28180,1,9,0
포레스트: 죽음의 숲,2039,2016,3,2,0,0,공포(호러),미국,0,11.5,18.3,39886,1,8,0
미스컨덕트,2040,2016,3,2,0,0,범죄,미국,0,11.5,18.3,112208,2,4,0
"날, 보러와요",2041,2016,4,3,0,0,미스터리,한국,1,14.1,20.6,352883,4,1,1
트럼보,2042,2016,4,3,0,0,드라마,미국,0,14.1,20.6,27155,1,8,0
독수리 에디,2043,2016,4,3,0,0,드라마,미국,0,14.1,20.6,125396,2,5,0
클로버필드 10번지,2044,2016,4,3,0,0,미스터리,미국,0,14.1,20.6,234412,3,3,0
시간이탈자,2045,2016,4,2,0,0,스릴러,한국,1,15.6,21.4,544604,4,1,1
해어화,2046,2016,4,2,0,0,사극,한국,1,15.6,21.4,238247,4,5,0
헌츠맨: 윈터스 워,2047,2016,4,2,0,0,액션,미국,0,15.6,21.4,303967,3,4,0
극장판 프랭키와 친구들: 생명의 나무,2048,2016,4,2,0,0,애니메이션,한국,1,15.6,21.4,25900,1,10,0
트리플 9,2049,2016,4,2,0,0,범죄,미국,0,14.3,20.9,38495,1,9,0
위대한 소원,2050,2016,4,3,0,0,코미디,한국,1,13.5,16.9,194811,3,2,0
파라노말 액티비티: 더 고스트 디멘션,2051,2016,4,3,0,0,미스터리,미국,0,13.5,16.9,44775,1,7,0
캡틴 아메리카: 시빌 워,2052,2016,4,2,0,0,액션,미국,0,17.2,20.7,3933530,5,1,1
시크릿 인 데어 아이즈,2053,2016,4,2,0,0,미스터리,미국,0,17.2,20.7,15414,1,9,0
탐정 홍길동: 사라진 마을,2054,2016,5,2,0,0,드라마,한국,1,15.7,20.6,789498,4,2,1
매직브러시,2055,2016,5,2,0,0,애니메이션,중국,0,15.7,20.6,145703,2,4,0
다이노X 탐험대,2056,2016,5,2,0,0,애니메이션,한국,1,15.7,20.6,74608,1,7,0
다이노소어 어드벤처 : 백악기 공룡대백과,2057,2016,5,2,0,0,애니메이션,영국,0,15.7,20.6,90268,2,6,0
극장판 안녕 자두야,2058,2016,5,2,0,0,애니메이션,한국,1,15.7,20.6,212664,2,3,0
곡성,2059,2016,5,3,0,0,미스터리,한국,1,17.8,24.0,2316050,7,1,1
엽기적인 그녀 2,2060,2016,5,3,0,0,멜로/로맨스,한국,1,17.8,24.0,55240,2,5,0
다이버전트 시리즈: 얼리전트,2061,2016,5,3,0,0,액션,미국,0,17.8,24.0,75912,2,4,0
나의 소녀시대,2062,2016,5,3,0,0,멜로/로맨스,대만,0,17.8,24.0,46067,5,6,0
앵그리버드 더 무비,2063,2016,5,3,0,0,애니메이션,미국,0,24.3,31.9,259016,4,3,0
계춘할망,2064,2016,5,3,0,0,가족,한국,1,24.3,31.9,200481,3,4,0
싱 스트리트,2065,2016,5,3,0,0,드라마,아일랜드,0,24.3,31.9,163365,6,4,0
하드코어 헨리,2066,2016,5,3,0,0,액션,미국,0,24.3,31.9,36949,1,8,0
동급생,2067,2016,5,3,0,0,애니메이션,일본,0,24.3,31.9,8967,1,10,0
엑스맨: 아포칼립스,2068,2016,5,2,0,0,액션,미국,0,19.7,24.4,1641638,4,1,1
오베라는 남자,2069,2016,5,2,0,0,드라마,스웨덴,0,19.7,24.4,36630,1,9,0
아가씨,2070,2016,6,2,0,0,스릴러,한국,1,23.3,29.9,1820600,5,1,1
무서운 이야기 3 : 화성에서 온 소녀,2071,2016,6,2,0,0,공포(호러),한국,1,23.3,29.9,69792,1,7,0
더 보이,2072,2016,6,2,0,0,공포(호러),미국,0,23.3,29.9,38114,1,10,0
미 비포 유,2073,2016,6,2,0,0,멜로/로맨스,미국,0,23.3,29.9,235520,5,4,0
워크래프트: 전쟁의 서막,2074,2016,6,3,0,0,액션,미국,0,24.1,31.3,671746,3,3,1
컨저링 2,2075,2016,6,3,0,0,공포(호러),미국,0,24.1,31.3,558680,6,2,1
정글북,2076,2016,6,3,0,0,어드벤처,미국,0,24.1,31.3,842092,5,1,1
본 투 비 블루,2077,2016,6,3,0,0,드라마,캐나다,0,24.1,31.3,23284,1,10,0
닌자터틀 : 어둠의 히어로,2078,2016,6,3,0,0,액션,미국,0,20.9,24.9,176485,1,6,0
특별수사: 사형수의 편지,2079,2016,6,3,0,0,범죄,한국,1,20.9,24.9,506932,3,3,1
인디펜던스 데이 : 리써전스,2080,2016,6,2,0,0,액션,미국,0,24.3,30.2,986517,3,1,1
크리미널,2081,2016,6,2,0,0,액션,영국,0,24.3,30.2,70653,1,9,0
비밀은 없다,2082,2016,6,3,0,0,스릴러,한국,1,24.7,29.4,192245,1,6,0
굿바이 싱글,2083,2016,6,2,0,0,코미디,한국,1,25.3,30.2,879035,4,1,1
사냥,2084,2016,6,2,0,0,액션,한국,1,25.3,30.2,532757,2,3,0
레전드 오브 타잔,2085,2016,6,2,0,0,액션,미국,0,25.3,30.2,552146,3,2,0
도리를 찾아서,2086,2016,7,2,1,0,애니메이션,미국,0,22.9,26.9,1012798,5,2,1
봉이 김선달,2087,2016,7,2,1,0,사극,한국,1,22.9,26.9,1038643,4,1,1
나우 유 씨 미 2,2088,2016,7,2,1,0,범죄,미국,0,26.3,29.5,197969,5,1,1
트릭,2089,2016,7,2,1,0,스릴러,한국,1,26.3,29.5,30144,1,8,0
데몰리션,2090,2016,7,2,1,0,드라마,미국,0,26.3,29.5,23687,1,10,0
언더 워터,2091,2016,7,2,1,0,공포(호러),미국,0,26.3,29.5,216126,3,6,0
나의 산티아고,2092,2016,7,3,1,0,코미디,독일,0,27.5,32.4,22046,1,9,0
부산행,2093,2016,7,2,1,0,액션,한국,1,28.6,32.9,560447,8,1,1
아이스 에이지: 지구 대충돌,2094,2016,7,2,1,0,애니메이션,미국,0,28.6,32.9,242530,3,4,0
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2095,2016,7,2,1,0,애니메이션,일본,0,28.6,32.9,137964,2,6,0
인천상륙작전,2096,2016,7,2,1,0,전쟁,한국,1,27.6,28.9,2622589,6,1,1
제이슨 본,2097,2016,7,2,1,0,액션,미국,0,27.6,28.9,1544113,3,3,1
빅,2098,2016,7,2,1,0,애니메이션,미국,0,27.6,28.9,113860,1,8,0
덕혜옹주,2099,2016,8,2,1,0,사극,한국,1,29.1,34.2,1700787,6,2,1
수어사이드 스쿼드,2100,2016,8,2,1,0,액션,미국,0,29.1,34.2,1416968,3,4,1
마이펫의 이중생활,2101,2016,8,2,1,0,애니메이션,미국,0,29.1,34.2,984033,5,5,1
명탐정 코난: 순흑의 악몽,2102,2016,8,2,1,0,애니메이션,일본,0,29.1,34.2,335171,2,7,0
국가대표 2,2103,2016,8,2,1,0,드라마,한국,1,29.4,34.8,387013,2,6,0
터널,2104,2016,8,2,1,0,드라마,한국,1,29.4,34.8,2567243,5,1,1
마이 리틀 자이언트,2105,2016,8,2,1,0,어드벤처,미국,0,29.4,34.8,55382,1,10,0
슈퍼 프렌즈,2106,2016,8,2,1,0,애니메이션,한국,1,29.4,34.8,47354,1,10,0
서울역,2107,2016,8,2,1,0,애니메이션,한국,1,29.9,34.7,119668,1,8,0
스타트렉 비욘드,2108,2016,8,2,1,0,액션,미국,0,29.9,34.7,672807,3,3,1
라이트 아웃,2109,2016,8,2,1,0,공포(호러),미국,0,29.1,32.9,521878,3,2,1
플로렌스,2110,2016,8,2,1,0,드라마,영국,0,29.1,32.9,88347,1,9,0
올레,2111,2016,8,3,1,0,드라마,한국,1,27.1,32.2,49437,1,10,0
고스트버스터즈,2112,2016,8,3,1,0,액션,미국,0,27.1,32.2,248402,2,4,0
메카닉: 리크루트,2113,2016,8,2,1,0,액션,미국,0,17.7,19.2,414825,2,3,0
이퀄스,2114,2016,8,2,1,0,드라마,미국,0,17.7,19.2,56058,1,10,0
밀정,2115,2016,9,2,0,0,액션,한국,1,24.3,28.6,2160774,5,1,1
"고산자, 대동여지도",2116,2016,9,2,0,0,사극,한국,1,24.3,28.6,291884,3,2,0
거울나라의 앨리스,2117,2016,9,2,0,0,어드벤처,미국,0,24.3,28.6,191070,3,3,0
로빈슨 크루소,2118,2016,9,2,0,0,애니메이션,벨기에,0,24.3,28.6,45916,2,9,0
달빛궁궐,2119,2016,9,2,0,0,애니메이션,한국,1,24.3,28.6,60286,2,7,0
장난감이 살아있다,2120,2016,9,2,0,0,애니메이션,아르헨티나,0,24.3,28.6,57918,2,8,0
매그니피센트 7,2121,2016,9,2,0,0,액션,미국,0,24.6,28.9,679695,3,3,0
드림 쏭,2122,2016,9,2,0,0,애니메이션,미국,0,24.6,28.9,162268,2,6,0
벤허,2123,2016,9,2,0,0,어드벤처,미국,0,24.6,28.9,895159,4,2,1
카페 소사이어티,2124,2016,9,2,0,0,멜로/로맨스,미국,0,24.6,28.9,37444,1,9,0
아이엠스타 뮤직어워드,2125,2016,9,2,0,0,애니메이션,일본,0,24.6,28.9,60667,1,10,0
아이 엠 어 히어로,2126,2016,9,2,0,0,액션,일본,0,20.2,25.3,138699,2,4,0
아수라,2127,2016,9,2,0,0,범죄,한국,1,19.9,21.8,1793509,3,1,1
피터와 드래곤,2128,2016,9,2,0,0,어드벤처,미국,0,19.9,21.8,38945,2,8,0
미스 페레그린과 이상한 아이들의 집,2129,2016,9,2,0,0,미스터리,미국,0,19.9,21.8,741088,5,1,1
브리짓 존스의 베이비,2130,2016,9,2,0,0,코미디,미국,0,19.9,21.8,45743,5,4,0
설리: 허드슨강의 기적,2131,2016,9,2,0,0,드라마,미국,0,19.9,21.8,44146,4,5,0
맨 인 더 다크,2132,2016,10,2,0,0,스릴러,미국,0,21.1,27.2,29849,4,3,0
죽여주는 여자,2133,2016,10,3,0,0,드라마,한국,1,18.0,23.5,42302,2,10,0
럭키,2134,2016,10,3,0,0,코미디,한국,1,15.2,21.9,133102,8,1,1
어카운턴트,2135,2016,10,3,0,0,액션,미국,0,15.2,21.9,48715,2,8,0
자백,2136,2016,10,3,0,0,다큐멘터리,한국,1,15.2,21.9,40629,3,8,0
바스티유 데이,2137,2016,10,3,0,0,액션,미국,0,15.2,21.9,69291,2,7,0
인페르노,2138,2016,10,2,0,0,미스터리,미국,0,18.0,24.3,468021,3,2,0
걷기왕,2139,2016,10,3,0,0,드라마,한국,1,18.6,25.8,58990,2,5,0
혼숨,2140,2016,10,2,0,0,공포(호러),한국,1,13.3,16.3,182410,2,3,0
쿠보와 전설의 악기,2141,2016,10,2,0,0,애니메이션,미국,0,13.3,16.3,15814,1,10,0
"무현, 두 도시 이야기",2142,2016,10,2,0,0,다큐멘터리,한국,1,13.3,16.3,16935,5,4,0
닥터 스트레인지,2143,2016,10,2,0,0,액션,미국,0,13.3,16.3,2399372,6,1,1
선생님의 일기,2144,2016,11,2,0,0,멜로/로맨스,태국,0,4.1,10.5,46234,1,7,0
무한대를 본 남자,2145,2016,11,3,0,0,드라마,영국,0,9.1,14.1,22943,1,10,0
로스트 인 더스트,2146,2016,11,3,0,0,범죄,미국,0,9.1,14.1,47166,2,6,0
극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,2147,2016,11,3,0,0,액션,일본,0,9.1,14.1,40294,2,9,0
위자: 저주의 시작,2148,2016,11,2,0,0,공포(호러),미국,0,2.1,8.6,210984,2,4,0
세상에서 고양이가 사라진다면,2149,2016,11,2,0,0,드라마,일본,0,2.1,8.6,45366,1,7,0
스플릿,2150,2016,11,2,0,0,드라마,한국,1,2.1,8.6,429327,3,2,0
감바의 대모험,2151,2016,11,3,0,0,애니메이션,일본,0,6.0,9.8,54522,2,5,0
가려진 시간,2152,2016,11,2,0,0,드라마,한국,1,5.2,12.0,340516,3,3,0
신비한 동물사전,2153,2016,11,2,0,0,어드벤처,미국,0,5.2,12.0,1936408,6,1,1
하이큐!! 끝과 시작,2154,2016,11,2,0,0,애니메이션,일본,0,5.2,12.0,49187,1,7,0
카페 6,2155,2016,11,2,0,0,멜로/로맨스,대만,0,5.2,12.0,20309,1,10,0
형,2156,2016,11,2,0,0,코미디,한국,1,-1.8,3.6,1017292,5,1,1
블레어 위치,2157,2016,11,2,0,0,공포(호러),미국,0,-1.8,3.6,38171,1,6,0
미스 사이공 : 25주년 특별 공연,2158,2016,11,3,0,0,공연,미국,0,-2.5,2.4,17158,2,10,0
리틀메딕: 몸속탐험대,2159,2016,11,3,0,0,애니메이션,독일,0,-2.5,2.4,32488,2,8,0
미씽: 사라진 여자,2160,2016,11,2,0,0,미스터리,한국,1,6.0,9.8,701466,3,3,1
두 남자,2161,2016,11,2,0,0,범죄,한국,1,6.0,9.8,47670,1,7,0
언더월드: 블러드 워,2162,2016,11,2,0,0,액션,미국,0,6.0,9.8,57863,2,5,0
잭 리처: 네버 고 백,2163,2016,11,2,0,0,액션,미국,0,6.0,9.8,453515,2,4,0
판도라,2164,2016,12,2,0,1,드라마,한국,1,1.7,7.5,1441716,5,1,1
아기배달부 스토크,2165,2016,12,2,0,1,애니메이션,미국,0,1.7,7.5,163038,3,6,0
라라랜드,2166,2016,12,2,0,1,드라마,미국,0,1.7,7.5,563104,22,1,1
원피스 필름 골드,2167,2016,12,3,0,1,애니메이션,일본,0,2.1,6.1,140014,2,7,0
"당신, 거기 있어줄래요",2168,2016,12,2,0,1,판타지,한국,1,-1.4,-0.1,11352,4,3,1
목숨 건 연애,2169,2016,12,2,0,1,멜로/로맨스,한국,1,-1.4,-0.1,34371,1,9,0
스노우타임,2170,2016,12,3,0,1,애니메이션,캐나다,0,-5.0,-1.5,20714,1,10,0
마스터,2171,2016,12,2,0,1,액션,한국,1,7.9,12.6,2988307,5,1,1
씽,2172,2016,12,2,0,1,애니메이션,미국,0,7.9,12.6,561795,4,3,1
극장판 도라에몽: 신 진구의 버스 오브 재팬,2173,2016,12,2,0,1,애니메이션,일본,0,7.9,12.6,42182,1,8,0
포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2174,2016,12,3,0,1,애니메이션,일본,0,5.5,11.0,142314,2,6,0
루돌프와 많이있어,2175,2016,12,2,0,1,애니메이션,일본,0,-3.7,2.6,117695,1,7,0
로그 원: 스타워즈 스토리,2176,2016,12,2,0,1,액션,미국,0,-3.7,2.6,769332,2,2,0
하이큐!! 승자와 패자,2177,2016,12,2,0,1,애니메이션,일본,0,-3.7,2.6,21873,1,10,0
사랑하기 때문에,2178,2017,1,2,0,1,코미디,한국,1,3.9,8.9,229757,2,7,0
여교사,2179,2017,1,2,0,1,드라마,한국,1,3.9,8.9,84669,1,10,0
패신저스,2180,2017,1,2,0,1,어드벤처,미국,0,3.9,8.9,503992,2,3,0
너의 이름은.,2181,2017,1,2,0,1,애니메이션,일본,0,3.9,8.9,73199,9,1,1
눈의 여왕 3: 눈과 불의 마법대결,2182,2017,1,2,0,1,애니메이션,러시아,0,3.9,8.9,240694,2,6,0
어쌔신 크리드,2183,2017,1,2,0,1,액션,미국,0,-3.8,1.5,304520,2,5,0
얼라이드,2184,2017,1,2,0,1,스릴러,미국,0,-3.8,1.5,334159,3,4,0
모아나,2185,2017,1,3,0,1,애니메이션,미국,0,-2.2,1.0,672028,5,2,1
공조,2186,2017,1,2,0,1,액션,한국,1,-0.5,2.8,1140497,6,1,1
더 킹,2187,2017,1,2,0,1,범죄,한국,1,-0.5,2.8,1845666,4,1,1
터닝메카드W: 블랙미러의 부활,2188,2017,1,2,0,1,애니메이션,한국,1,-0.5,2.8,276158,3,5,0
반지의 제왕 : 두개의 탑 (확장판),2189,2017,1,2,0,1,판타지,뉴질랜드,0,-0.5,2.8,20174,1,10,0
짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2190,2017,1,2,0,1,애니메이션,일본,0,-5.2,0.9,59189,2,9,0
딥워터 호라이즌,2191,2017,1,2,0,1,액션,미국,0,-5.2,0.9,67078,1,8,0
레지던트 이블: 파멸의 날,2192,2017,1,2,0,1,액션,미국,0,-5.2,0.9,409142,2,4,0
라이언,2193,2017,2,2,0,0,드라마,호주,0,-4.0,0.7,54187,1,10,0
컨택트,2194,2017,2,3,0,0,SF,미국,0,-2.7,3.3,355525,3,4,0
트리플 엑스 리턴즈,2195,2017,2,2,0,0,액션,미국,0,-2.2,0.6,367329,2,3,0
명탐정 코난: 에피소드 원-작아진 명탐정,2196,2017,2,2,0,0,애니메이션,일본,0,-2.2,0.6,81707,1,9,0
조작된 도시,2197,2017,2,3,0,0,범죄,한국,1,-5.3,-2.1,1065429,4,1,1
50가지 그림자: 심연,2198,2017,2,3,0,0,드라마,미국,0,-5.3,-2.1,109366,2,7,0
레고 배트맨 무비,2199,2017,2,3,0,0,애니메이션,미국,0,-5.3,-2.1,76382,1,10,0
발레리나,2200,2017,2,3,0,0,애니메이션,프랑스,0,-5.3,-2.1,92707,2,8,0
그레이트 월,2201,2017,2,2,0,0,판타지,미국,0,1.8,8.0,370926,2,4,0
재심,2202,2017,2,2,0,0,드라마,한국,1,1.8,8.0,1013032,5,1,1
더 큐어,2203,2017,2,2,0,0,미스터리,미국,0,1.8,8.0,125873,1,6,0
트롤,2204,2017,2,3,0,0,애니메이션,미국,0,5.5,10.3,213728,4,5,0
마이펫 오지,2205,2017,2,3,0,0,애니메이션,스페인,0,5.5,10.3,62709,1,10,0
루시드 드림,2206,2017,2,2,0,0,SF,한국,1,1.7,2.9,80030,1,10,0
싱글라이더,2207,2017,2,2,0,0,드라마,한국,1,1.7,2.9,260431,2,4,0
문라이트,2208,2017,2,2,0,0,드라마,미국,0,1.7,2.9,64593,2,8,0
존 윅 - 리로드,2209,2017,2,2,0,0,액션,미국,0,1.7,2.9,177605,2,6,0
핵소 고지,2210,2017,2,2,0,0,드라마,미국,0,1.7,2.9,116366,1,9,0
23 아이덴티티,2211,2017,2,2,0,0,스릴러,미국,0,1.7,2.9,966630,4,1,1
해빙,2212,2017,3,2,0,0,스릴러,한국,1,5.0,11.4,908624,3,2,1
눈길,2213,2017,3,2,0,0,드라마,한국,1,5.0,11.4,86704,2,7,0
로건,2214,2017,3,2,0,0,액션,미국,0,5.0,11.4,1079212,4,1,1
콩: 스컬 아일랜드,2215,2017,3,2,0,0,액션,미국,0,-0.1,5.0,1007566,4,1,1
파도가 지나간 자리,2216,2017,3,2,0,0,드라마,미국,0,-0.1,5.0,36809,2,7,0
미녀와 야수,2217,2017,3,3,0,0,멜로/로맨스,미국,0,6.2,13.4,1570601,9,1,1
비정규직 특수요원,2218,2017,3,3,0,0,코미디,한국,1,6.2,13.4,113490,2,4,0
스페이스 비트윈 어스,2219,2017,3,3,0,0,어드벤처,미국,0,6.2,13.4,21748,1,10,0
프리즌,2220,2017,3,3,0,0,범죄,한국,1,9.1,15.0,1225852,5,2,1
히든 피겨스,2221,2017,3,3,0,0,드라마,미국,0,9.1,15.0,125133,5,4,0
보통사람,2222,2017,3,3,0,0,드라마,한국,1,9.1,15.0,252955,2,3,0
극장판 암살교실 : 365일의 시간,2223,2017,3,3,0,0,애니메이션,일본,0,9.1,15.0,18276,1,10,0
밤의 해변에서 혼자,2224,2017,3,3,0,0,드라마,한국,1,9.1,15.0,19808,2,9,0
원라인,2225,2017,3,2,0,0,범죄,한국,1,8.8,14.4,281706,3,4,0
공각기동대 : 고스트 인 더 쉘,2226,2017,3,2,0,0,SF,미국,0,8.8,14.4,569701,3,3,0
데스노트: 더 뉴 월드,2227,2017,3,2,0,0,범죄,일본,0,8.8,14.4,22420,1,7,0
미스 슬로운,2228,2017,3,2,0,0,드라마,미국,0,8.8,14.4,20776,1,8,0
패왕별희 디 오리지널,2229,2017,3,3,0,0,드라마,중국,0,10.6,17.1,21762,6,4,0
존 윅: 특별판,2230,2017,3,3,0,0,액션,미국,0,10.6,17.1,6711,1,10,0
시간위의 집,2231,2017,4,2,0,0,미스터리,한국,1,12.0,14.2,93345,2,7,0
어느날,2232,2017,4,2,0,0,멜로/로맨스,한국,1,12.0,14.2,160291,2,5,0
라이프,2233,2017,4,2,0,0,SF,미국,0,12.0,14.2,329709,3,3,0
슈퍼 버드,2234,2017,4,3,0,0,애니메이션,멕시코,0,10.4,12.4,16874,1,10,0
패트리어트 데이,2235,2017,4,3,0,0,드라마,미국,0,10.4,12.4,48279,1,9,0
아빠는 딸,2236,2017,4,2,0,0,코미디,한국,1,11.5,16.4,274221,3,2,0
분노의 질주: 더 익스트림,2237,2017,4,2,0,0,액션,미국,0,11.5,16.4,1428392,5,1,1
파운더,2238,2017,4,3,0,0,드라마,미국,0,12.9,18.2,18586,1,10,0
오두막,2239,2017,4,3,0,0,드라마,미국,0,12.9,18.2,29277,2,6,0
파워레인져스: 더 비기닝,2240,2017,4,3,0,0,액션,미국,0,12.9,18.2,61552,1,5,0
임금님의 사건수첩,2241,2017,4,2,0,0,코미디,한국,1,15.1,20.2,711329,4,2,1
특별시민,2242,2017,4,2,0,0,드라마,한국,1,15.1,20.2,899870,2,1,1
"서서평, 천천히 평온하게",2243,2017,4,2,0,0,다큐멘터리,한국,1,15.1,20.2,37369,1,8,0
극장판 또봇: 로봇군단의 습격,2244,2017,4,3,0,0,애니메이션,한국,1,13.6,19.8,54865,2,7,0
극장판 쿠로코의 농구 라스트 게임,2245,2017,4,3,0,0,애니메이션,일본,0,13.6,19.8,14730,1,10,0
스머프: 비밀의 숲,2246,2017,4,4,0,0,애니메이션,미국,0,14.4,21.5,158638,3,4,0
보안관,2247,2017,5,2,0,0,범죄,한국,1,21.5,30.2,1243019,4,2,1
가디언즈 오브 갤럭시 VOL. 2,2248,2017,5,2,0,0,액션,미국,0,21.5,30.2,1723836,4,1,1
슈퍼 빼꼼: 스파이 대작전,2249,2017,5,2,0,0,애니메이션,한국,1,21.5,30.2,74592,1,8,0
보스 베이비,2250,2017,5,2,0,0,애니메이션,미국,0,21.5,30.2,1205369,6,3,1
석조저택 살인사건,2251,2017,5,1,0,0,스릴러,한국,1,17.1,22.6,288169,2,5,0
목소리의 형태,2252,2017,5,1,0,0,애니메이션,일본,0,17.1,22.6,193525,2,6,0
에이리언: 커버넌트,2253,2017,5,1,0,0,SF,미국,0,17.1,22.6,958712,3,1,1
불한당: 나쁜 놈들의 세상,2254,2017,5,2,0,0,범죄,한국,1,18.6,25.9,571012,3,2,0
킹 아서: 제왕의 검,2255,2017,5,2,0,0,판타지,영국,0,18.6,25.9,47879,3,6,0
겟 아웃,2256,2017,5,2,0,0,공포(호러),미국,0,18.6,25.9,1003725,4,1,1
캐리비안의 해적: 죽은 자는 말이 없다,2257,2017,5,2,0,0,액션,미국,0,21.8,27.8,1526655,5,1,1
너와 100번째 사랑,2258,2017,5,3,0,0,드라마,일본,0,19.2,24.4,28481,2,9,0
노무현입니다,2259,2017,5,3,0,0,다큐멘터리,한국,1,19.2,24.4,594789,7,3,1
원더 우먼,2260,2017,5,2,0,0,액션,미국,0,23.3,29.6,1158394,4,1,1
대립군,2261,2017,5,2,0,0,드라마,한국,1,23.3,29.6,589116,3,3,0
7번째 내가 죽던 날,2262,2017,5,2,0,0,드라마,미국,0,23.3,29.6,24808,1,10,0
바다 탐험대 옥토넛 시즌4: 더 파이널,2263,2017,6,3,0,0,애니메이션,영국,0,23.3,27.0,37587,1,10,0
베이블레이드 버스트 갓 : 갓 발키리의 탄생,2264,2017,6,3,0,0,애니메이션,일본,0,23.3,27.0,48986,2,7,0
미이라,2265,2017,6,1,0,0,액션,미국,0,19.4,23.9,2383951,5,1,1
악녀,2266,2017,6,3,0,0,액션,한국,1,20.1,25.9,457326,4,3,1
하루,2267,2017,6,3,0,0,스릴러,한국,1,23.1,29.6,561452,4,2,1
꼬마돼지 베이브의 대모험,2268,2017,6,3,0,0,애니메이션,독일,0,23.1,29.6,20652,1,10,0
나의 붉은고래,2269,2017,6,3,0,0,애니메이션,중국,0,23.1,29.6,41121,1,7,0
꼬마참새 리차드: 아프리카 원정대,2270,2017,6,3,0,0,애니메이션,,0,23.1,29.6,30640,1,8,0
트랜스포머: 최후의 기사,2271,2017,6,2,0,0,액션,미국,0,25.4,31.6,1750613,4,1,1
언더더씨,2272,2017,6,3,0,0,애니메이션,,0,25.3,30.4,22351,1,10,0
다크 하우스,2273,2017,6,3,0,0,공포(호러),,0,25.3,30.4,28839,1,9,0
더 서클,2274,2017,6,3,0,0,드라마,,0,25.3,30.4,49088,2,7,0
리얼,2275,2017,6,2,0,0,액션,한국,1,26.0,30.5,373295,2,3,0
지랄발광 17세,2276,2017,6,2,0,0,코미디,미국,0,26.0,30.5,38063,2,6,0
박열,2277,2017,6,2,0,0,드라마,한국,1,26.0,30.5,1164624,4,1,1
옥자,2278,2017,6,3,0,0,어드벤처,미국,0,26.2,31.5,111993,3,4,0
스파이더맨: 홈 커밍,2279,2017,7,2,1,0,액션,미국,0,27.4,32.6,3561853,5,1,1
내 사랑,2280,2017,7,2,1,0,드라마,아일랜드,0,27.1,31.1,81520,4,5,0
플립,2281,2017,7,2,1,0,드라마,미국,0,27.1,31.1,133859,4,4,0
카3: 새로운 도전,2282,2017,7,3,1,0,애니메이션,미국,0,27.6,32.1,283998,3,3,0
예수는 역사다,2283,2017,7,3,1,0,드라마,미국,0,27.6,32.1,43743,3,8,0
47 미터,2284,2017,7,2,1,0,스릴러,영국,0,28.3,34.1,437933,2,3,0
덩케르크,2285,2017,7,3,1,0,액션,미국,0,29.9,34.9,1349619,6,1,1
오즈: 신기한 마법가루,2286,2017,7,3,1,0,애니메이션,러시아,0,29.9,34.9,49997,1,10,0
극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2287,2017,7,3,1,0,애니메이션,일본,0,29.9,34.9,136901,3,5,0
군함도,2288,2017,7,2,1,0,액션,한국,1,28.7,32.8,4061784,4,1,1
슈퍼배드 3,2289,2017,7,2,1,0,애니메이션,미국,0,28.7,32.8,1225565,5,2,1
택시운전사,2290,2017,8,2,1,0,드라마,한국,1,30.0,33.0,36643,9,1,1
명탐정 코난:진홍의 연가,2291,2017,8,2,1,0,애니메이션,일본,0,30.0,33.0,310270,2,5,0
이모티: 더 무비,2292,2017,8,2,1,0,애니메이션,미국,0,30.0,33.0,28099,1,9,0
파리로 가는 길,2293,2017,8,3,1,0,드라마,미국,0,30.2,33.9,32447,1,10,0
청년경찰,2294,2017,8,2,1,0,액션,한국,1,27.6,32.0,1917987,6,2,1
빅풋 주니어,2295,2017,8,2,1,0,애니메이션,벨기에,0,27.6,32.0,128805,3,6,0
